Event Name;Event Type;Event Date;Affected Countries;Location;Country Coordinates(Lat);Country Coordinates(Long);Event Description
"Italy Tornado Outbreaks
";Tornado;2019-11-23 00:00:00;Italy;N/A;42.83333;12.83333;"Two different outbreaks; the first produced three tornadoes, an F2 around Cutro, in the Calabria region, that destroyed several stone farm buildings, an F1 around Taurisano, in Apulia, and a large waterspout that made landfall on Salerno on the 20th. After a weak F0 touched down in Aquileia in northern Italy on the 24th, a larger outbreak struck southern Italy on the 25th. Five tornadoes struck again Calabria and Apulia, with a F1 around Cropani, Calabria, two F2 around Rocca di Neto and Crotone that caused very severe damage to large farm buildings and industrial structures respectively, a long tracked F2 that struck far southeastern Apulia and a brief F0 around San Pancrazio Salentino.


"
"Italy Tornado Outbreaks
";Tornado;2019-11-24 00:00:00;Italy;N/A;42.83333;12.83333;"Two different outbreaks; the first produced three tornadoes, an F2 around Cutro, in the Calabria region, that destroyed several stone farm buildings, an F1 around Taurisano, in Apulia, and a large waterspout that made landfall on Salerno on the 20th. After a weak F0 touched down in Aquileia in northern Italy on the 24th, a larger outbreak struck southern Italy on the 25th. Five tornadoes struck again Calabria and Apulia, with a F1 around Cropani, Calabria, two F2 around Rocca di Neto and Crotone that caused very severe damage to large farm buildings and industrial structures respectively, a long tracked F2 that struck far southeastern Apulia and a brief F0 around San Pancrazio Salentino.



"
"Italy Tornado Outbreaks
";Tornado;2019-11-25 00:00:00;Italy;N/A;42.83333;12.83333;"Two different outbreaks; the first produced three tornadoes, an F2 around Cutro, in the Calabria region, that destroyed several stone farm buildings, an F1 around Taurisano, in Apulia, and a large waterspout that made landfall on Salerno on the 20th. After a weak F0 touched down in Aquileia in northern Italy on the 24th, a larger outbreak struck southern Italy on the 25th. Five tornadoes struck again Calabria and Apulia, with a F1 around Cropani, Calabria, two F2 around Rocca di Neto and Crotone that caused very severe damage to large farm buildings and industrial structures respectively, a long tracked F2 that struck far southeastern Apulia and a brief F0 around San Pancrazio Salentino.
"
"Germany tornado
";Tornado;2019-03-13 00:00:00;Germany;Roetgen. Germany;50.65;6.2;"F3 Tornado in Roetgen, Germany. Major damaged roofs of several houses in Roetgen also major damage in nearby forest.
The Path of this tornado was up to 630m wide and 15km long,

"
"Romania tornado
";Tornado;2019-04-30 00:00:00;Romania;"Calarasi, Romania
";44.25;27;"F2 Tornado in Călăraşi, Romania.
16 buildings sustained damage from the tornado. A passenger bus was overturned by the force of the winds, injuring 12 people.

"
"Poland tornado outbreak
";Tornado;2019-05-20 00:00:00;Poland,Germany;N/A;52,51.5;20,10.5;"Small tornado outbreak struck mainly southern Poland. In Germany 2 tornadoes were reported, one in Saxony near Dresden and one in Bavaria. On 21st 8 tornadoes touched ground in Poland, one of them reaching F2 intensity, just west of Lublin. Other 2 tornadoes strucks countryside near Radom. On 22nd a brief landspout tornado struck countryside north of Poznan. 2 people were killed by flash floods or floods caused by heavy rains, one in Ukraine and one in Germany. 2 People were injured by a lightning in Germany.
"
"Poland tornado outbreak
";Tornado;2019-05-21 00:00:00;Poland,Germany;N/A;52,51.5;20,10.5;"Small tornado outbreak struck mainly southern Poland. In Germany 2 tornadoes were reported, one in Saxony near Dresden and one in Bavaria. On 21st 8 tornadoes touched ground in Poland, one of them reaching F2 intensity, just west of Lublin. Other 2 tornadoes strucks countryside near Radom. On 22nd a brief landspout tornado struck countryside north of Poznan. 2 people were killed by flash floods or floods caused by heavy rains, one in Ukraine and one in Germany. 2 People were injured by a lightning in Germany.
"
"Poland tornado outbreak
";Tornado;2019-05-22 00:00:00;Poland,Germany;N/A;52,51.5;20,10.5;"Small tornado outbreak struck mainly southern Poland. In Germany 2 tornadoes were reported, one in Saxony near Dresden and one in Bavaria. On 21st 8 tornadoes touched ground in Poland, one of them reaching F2 intensity, just west of Lublin. Other 2 tornadoes strucks countryside near Radom. On 22nd a brief landspout tornado struck countryside north of Poznan. 2 people were killed by flash floods or floods caused by heavy rains, one in Ukraine and one in Germany. 2 People were injured by a lightning in Germany.
"
"Hungary tornado
";Tornado;2019-05-29 00:00:00;Hungary;"Debrecen, Hungary
";47.53167;21.62444;"Small tornado touched the ground at the outskirt of Debrecen next to the airport, might be classified as F1
"
"Germany Tornado Outbreak
";Tornado;2019-07-12 00:00:00;Germany;Hesse, Brandenburg, Rhineland;51.29553;9.41321;"The first tornado of the day hit Naunheim (F1) and damaged it on a 0.9 km long and 30m wide path. Later that day, another tornado (F1) hit Bobenheim, causing major damage and injuring at least one person on its 4.5 km long and up to 150 m wide path. Another tornado touched down in Wuschewier and caused no known damage. All these tornadoes were recorded and photographed.
"
"Fiumicino Tornado
";Tornado;2019-07-28 00:00:00;Italy;"Fiumicino, Italy
";41.79352;12.25259;"A small but strong (F2) nighttime tornado formed on the Tyrrenian Sea and struck Focene, near Fiumicino and Leonardo da Vinci international Airport. Some houses, trees, power poles and greenhouses were severely affected by the storm and one car was lifted in the air killing the occupant.
"
"Luxembourg Tornado
";Tornado;2019-08-09 00:00:00;Luxembourg;N/A;49.75;6.16667;"The Grand Ducal Fire and Rescue Corps published its first press release shortly before 8pm, confirming that the tornado hit the municipalities of Bascharage, Pétange, and the surrounding areas at 5.30pm.
"
