Event Name;Event Type;Event Date;Affected Countries;Location;Country Coordinates(Lat);Country Coordinates(Long);Event Description
Northern Italy outbreak;Tornado;1994-09-09 00:00:00;Italy;N/A;42.83333;12.83333;"Between 31 August and 2 September 9 tornadoes struck Liguria (F3) and the Po valley with fatalities and damages; on 2 September two other tornadoes in Pordenone and Brescia; on 14 September a violent cold front entered northern Italy producing 12 tornadoes all over the northern regions.
"
Northern Italy outbreak;Tornado;1994-09-10 00:00:00;Italy;N/A;42.83333;12.83333;"Between 31 August and 2 September 9 tornadoes struck Liguria (F3) and the Po valley with fatalities and damages; on 2 September two other tornadoes in Pordenone and Brescia; on 14 September a violent cold front entered northern Italy producing 12 tornadoes all over the northern regions.
"
Northern Italy outbreak;Tornado;1994-09-11 00:00:00;Italy;N/A;42.83333;12.83333;"Between 31 August and 2 September 9 tornadoes struck Liguria (F3) and the Po valley with fatalities and damages; on 2 September two other tornadoes in Pordenone and Brescia; on 14 September a violent cold front entered northern Italy producing 12 tornadoes all over the northern regions.
"
Northern Italy outbreak;Tornado;1994-09-12 00:00:00;Italy;N/A;42.83333;12.83333;"Between 31 August and 2 September 9 tornadoes struck Liguria (F3) and the Po valley with fatalities and damages; on 2 September two other tornadoes in Pordenone and Brescia; on 14 September a violent cold front entered northern Italy producing 12 tornadoes all over the northern regions.
"
Northern Italy outbreak;Tornado;1994-09-13 00:00:00;Italy;N/A;42.83333;12.83333;"Between 31 August and 2 September 9 tornadoes struck Liguria (F3) and the Po valley with fatalities and damages; on 2 September two other tornadoes in Pordenone and Brescia; on 14 September a violent cold front entered northern Italy producing 12 tornadoes all over the northern regions.
"
Northern Italy outbreak;Tornado;1994-09-14 00:00:00;Italy;N/A;42.83333;12.83333;"Between 31 August and 2 September 9 tornadoes struck Liguria (F3) and the Po valley with fatalities and damages; on 2 September two other tornadoes in Pordenone and Brescia; on 14 September a violent cold front entered northern Italy producing 12 tornadoes all over the northern regions.
"
Spijkenisse, South-Holland;Tornado;1997-06-07 00:00:00;Netherlands;Netherlands;52.25;5.75;"F1 damage on houses, and trees ripped out of the ground.[
]citation needed"
"Poland - Ukraine - Belarus tornado outbreak
";Tornado;1997-06-23 00:00:00;Poland,Belarus;Lublin Voivodeship, Valozhyn, Nyasvizh, Kapyl;51.25,54.0892;22.56667,26.5266;"The cold front formed several strong and wedge tornadoes that swept through the territories from the Lublin Voivodeship to the Minsk Region, while making an arc. One person was killed in Poland, another 9 people - in Ukraine, and another 5 - in Belarus.
"
Mikkeli, Rantakylä;Tornado;1998-06-12 00:00:00;Finland;N/A;64;26;"F3 (track 10 km) destroyed some airport facilities.[
]citation needed"
San Leonardo de Yagüe, Spain tornado;Tornado;1999-06-01 00:00:00;Spain;N/A;40;-4;"F3 damage and thousands of trees uprooted in a forest near Soria, Spain.[
]citation needed"
Gudar Range, Spain tornado;Tornado;1999-08-28 00:00:00;Spain;Sistema Iberico, Spain;41;-2.5;"F3 tornado in mountainous terrain.
"
